,index,Interaction,Type,Importance
154,53,D X R,catcat,0.00772291672227547
155,166,O X Total,catcont,0.00769953731925142
156,170,P X TSpiciness,catcont,0.007605079453490359
157,62,E X M,catcat,0.007497696650560115
158,63,E X O,catcat,0.007492827565231164
159,117,O X S,catcat,0.007332867135900089
160,118,O X T,catcat,0.006987989420318643
161,65,E X R,catcat,0.006766284428937674
162,104,K X S,catcat,0.006504370902577065
163,1,A X C,catcat,0.006193065709786645
164,179,T X TSpiciness,catcont,0.006186502345292128
165,109,M X P,catcat,0.0061683199937382005
166,123,P X T,catcat,0.00593530451244237
167,155,G X TSpiciness,catcont,0.0057263129147434545
168,94,H X P,catcat,0.005626885293299949
169,43,C X V,catcat,0.0054704251320952515
170,15,A X W,catcat,0.005323219874532394
171,86,G X R,catcat,0.005279418952801778
172,165,M X TSweetness,catcont,0.0044906693052567115
173,28,B X T,catcat,0.004344279451152606
174,66,E X S,catcat,0.003928002629854718
175,46,D X F,catcat,0.0035277331485250593
176,92,H X M,catcat,0.0033352636230389245
177,78,F X T,catcat,0.002907790594518459
178,57,D X W,catcat,0.0028620511447097906
179,70,F X G,catcat,0.0020114846024644
180,106,K X V,catcat,0.0019230435754268851
181,25,B X P,catcat,0.001778172127165109
182,69,E X W,catcat,0.0009321802792192378
183,127,R X T,catcat,0.0009085004724265284
184,26,B X R,catcat,0.0007583554929653202
185,5,A X G,catcat,0.0006075745613198384
186,83,G X M,catcat,0.0005273124448537382
187,119,O X V,catcat,0.0004585312541489565
188,103,K X R,catcat,0.00020738579821805156
189,98,H X V,catcat,0.0001323868237761518
